batch,path,path_b64,reviewed_object_id,start_line,end_line,symbol_id,role,reviewer,verified_by
BATCH-001,src/services/service_factory.py,c3JjL3NlcnZpY2VzL3NlcnZpY2VfZmFjdG9yeS5weQ==,94b431234cbdfc3d8ccc25776ea5dec145698f01,394,500,SYM-0e063e330f9d400ce5850c9d,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/services/service_factory.py,c3JjL3NlcnZpY2VzL3NlcnZpY2VfZmFjdG9yeS5weQ==,94b431234cbdfc3d8ccc25776ea5dec145698f01,502,597,SYM-7b4b32db778938218d7b9312,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/services/service_factory.py,c3JjL3NlcnZpY2VzL3NlcnZpY2VfZmFjdG9yeS5weQ==,94b431234cbdfc3d8ccc25776ea5dec145698f01,599,626,SYM-214e948c48b52a1c8a3de174,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/services/service_factory.py,c3JjL3NlcnZpY2VzL3NlcnZpY2VfZmFjdG9yeS5weQ==,94b431234cbdfc3d8ccc25776ea5dec145698f01,628,645,SYM-42a2f7ec31cb6717aa7dac7d,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/services/service_factory.py,c3JjL3NlcnZpY2VzL3NlcnZpY2VfZmFjdG9yeS5weQ==,94b431234cbdfc3d8ccc25776ea5dec145698f01,647,654,SYM-7078a265385d27a9796bcb32,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/services/service_factory.py,c3JjL3NlcnZpY2VzL3NlcnZpY2VfZmFjdG9yeS5weQ==,94b431234cbdfc3d8ccc25776ea5dec145698f01,656,667,SYM-6628ff0b8ef5b41ff616adf0,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/services/service_factory.py,c3JjL3NlcnZpY2VzL3NlcnZpY2VfZmFjdG9yeS5weQ==,94b431234cbdfc3d8ccc25776ea5dec145698f01,669,709,SYM-81a1be71c6f57625682c09ee,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/services/service_factory.py,c3JjL3NlcnZpY2VzL3NlcnZpY2VfZmFjdG9yeS5weQ==,94b431234cbdfc3d8ccc25776ea5dec145698f01,722,724,SYM-2dcac120e758bbf8480b6d99,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/services/service_factory.py,c3JjL3NlcnZpY2VzL3NlcnZpY2VfZmFjdG9yeS5weQ==,94b431234cbdfc3d8ccc25776ea5dec145698f01,734,764,SYM-b8f003ee60466a7751e31600,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/services/service_factory.py,c3JjL3NlcnZpY2VzL3NlcnZpY2VfZmFjdG9yeS5weQ==,94b431234cbdfc3d8ccc25776ea5dec145698f01,741,743,SYM-5491be62bd0576111c942a10,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/services/service_factory.py,c3JjL3NlcnZpY2VzL3NlcnZpY2VfZmFjdG9yeS5weQ==,94b431234cbdfc3d8ccc25776ea5dec145698f01,746,754,SYM-7ccd619de928b7c608dbf183,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/services/service_factory.py,c3JjL3NlcnZpY2VzL3NlcnZpY2VfZmFjdG9yeS5weQ==,94b431234cbdfc3d8ccc25776ea5dec145698f01,757,761,SYM-0aba39cb758d0016ebeadf9d,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/services/service_factory.py,c3JjL3NlcnZpY2VzL3NlcnZpY2VfZmFjdG9yeS5weQ==,94b431234cbdfc3d8ccc25776ea5dec145698f01,763,764,SYM-0071e3597f661f62d673de92,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/services/service_factory.py,c3JjL3NlcnZpY2VzL3NlcnZpY2VfZmFjdG9yeS5weQ==,94b431234cbdfc3d8ccc25776ea5dec145698f01,767,790,SYM-2b89e3c2e7e628795312dd49,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/ui/components/definition_generator_tab.py,c3JjL3VpL2NvbXBvbmVudHMvZGVmaW5pdGlvbl9nZW5lcmF0b3JfdGFiLnB5,d6e5808a00cda5048f6a171227a9be09bd4c3a1c,1,723,,line_owner,codex-root,codex-kierkegaard
BATCH-001,src/ui/components/definition_generator_tab.py,c3JjL3VpL2NvbXBvbmVudHMvZGVmaW5pdGlvbl9nZW5lcmF0b3JfdGFiLnB5,d6e5808a00cda5048f6a171227a9be09bd4c3a1c,1,723,SYM-b0789f0ca8643a685b8d5b7b,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/ui/components/definition_generator_tab.py,c3JjL3VpL2NvbXBvbmVudHMvZGVmaW5pdGlvbl9nZW5lcmF0b3JfdGFiLnB5,d6e5808a00cda5048f6a171227a9be09bd4c3a1c,37,723,SYM-9c628317df68bf43e9220610,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/ui/components/definition_generator_tab.py,c3JjL3VpL2NvbXBvbmVudHMvZGVmaW5pdGlvbl9nZW5lcmF0b3JfdGFiLnB5,d6e5808a00cda5048f6a171227a9be09bd4c3a1c,48,62,SYM-34ccea7d2ddb139b635d47e8,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/ui/components/definition_generator_tab.py,c3JjL3VpL2NvbXBvbmVudHMvZGVmaW5pdGlvbl9nZW5lcmF0b3JfdGFiLnB5,d6e5808a00cda5048f6a171227a9be09bd4c3a1c,64,69,SYM-5d745983b526538048f777f6,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/ui/components/definition_generator_tab.py,c3JjL3VpL2NvbXBvbmVudHMvZGVmaW5pdGlvbl9nZW5lcmF0b3JfdGFiLnB5,d6e5808a00cda5048f6a171227a9be09bd4c3a1c,71,90,SYM-efabf6ffaed42014eb7ec4f0,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/ui/components/definition_generator_tab.py,c3JjL3VpL2NvbXBvbmVudHMvZGVmaW5pdGlvbl9nZW5lcmF0b3JfdGFiLnB5,d6e5808a00cda5048f6a171227a9be09bd4c3a1c,92,165,SYM-fe84c873b9e4462e2280930f,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/ui/components/definition_generator_tab.py,c3JjL3VpL2NvbXBvbmVudHMvZGVmaW5pdGlvbl9nZW5lcmF0b3JfdGFiLnB5,d6e5808a00cda5048f6a171227a9be09bd4c3a1c,169,181,SYM-355bdbdca38a6b2aa802347e,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/ui/components/definition_generator_tab.py,c3JjL3VpL2NvbXBvbmVudHMvZGVmaW5pdGlvbl9nZW5lcmF0b3JfdGFiLnB5,d6e5808a00cda5048f6a171227a9be09bd4c3a1c,183,239,SYM-c490eee5123fbfd5f0cc316e,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/ui/components/definition_generator_tab.py,c3JjL3VpL2NvbXBvbmVudHMvZGVmaW5pdGlvbl9nZW5lcmF0b3JfdGFiLnB5,d6e5808a00cda5048f6a171227a9be09bd4c3a1c,241,258,SYM-5a15724048c3ea460e9b8b1b,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/ui/components/definition_generator_tab.py,c3JjL3VpL2NvbXBvbmVudHMvZGVmaW5pdGlvbl9nZW5lcmF0b3JfdGFiLnB5,d6e5808a00cda5048f6a171227a9be09bd4c3a1c,260,294,SYM-b8f62cbb6fcee0d702486835,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/ui/components/definition_generator_tab.py,c3JjL3VpL2NvbXBvbmVudHMvZGVmaW5pdGlvbl9nZW5lcmF0b3JfdGFiLnB5,d6e5808a00cda5048f6a171227a9be09bd4c3a1c,296,325,SYM-d22439c9cd77c8fa164f76fb,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/ui/components/definition_generator_tab.py,c3JjL3VpL2NvbXBvbmVudHMvZGVmaW5pdGlvbl9nZW5lcmF0b3JfdGFiLnB5,d6e5808a00cda5048f6a171227a9be09bd4c3a1c,327,340,SYM-512b140407fd8c5364ce5bf7,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/ui/components/definition_generator_tab.py,c3JjL3VpL2NvbXBvbmVudHMvZGVmaW5pdGlvbl9nZW5lcmF0b3JfdGFiLnB5,d6e5808a00cda5048f6a171227a9be09bd4c3a1c,342,350,SYM-42f1a170740f7d9070e5437f,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/ui/components/definition_generator_tab.py,c3JjL3VpL2NvbXBvbmVudHMvZGVmaW5pdGlvbl9nZW5lcmF0b3JfdGFiLnB5,d6e5808a00cda5048f6a171227a9be09bd4c3a1c,352,390,SYM-2f433f8c9dd316a1f796613a,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/ui/components/definition_generator_tab.py,c3JjL3VpL2NvbXBvbmVudHMvZGVmaW5pdGlvbl9nZW5lcmF0b3JfdGFiLnB5,d6e5808a00cda5048f6a171227a9be09bd4c3a1c,392,407,SYM-7db4914781019310b5de0808,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/ui/components/definition_generator_tab.py,c3JjL3VpL2NvbXBvbmVudHMvZGVmaW5pdGlvbl9nZW5lcmF0b3JfdGFiLnB5,d6e5808a00cda5048f6a171227a9be09bd4c3a1c,409,455,SYM-0da6ffb59d61044a522024b7,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/ui/components/definition_generator_tab.py,c3JjL3VpL2NvbXBvbmVudHMvZGVmaW5pdGlvbl9nZW5lcmF0b3JfdGFiLnB5,d6e5808a00cda5048f6a171227a9be09bd4c3a1c,457,503,SYM-db6bf5da7cac4b19e0fd2469,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/ui/components/definition_generator_tab.py,c3JjL3VpL2NvbXBvbmVudHMvZGVmaW5pdGlvbl9nZW5lcmF0b3JfdGFiLnB5,d6e5808a00cda5048f6a171227a9be09bd4c3a1c,496,498,SYM-82eac00a2d35050a6d6fa9d9,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/ui/components/definition_generator_tab.py,c3JjL3VpL2NvbXBvbmVudHMvZGVmaW5pdGlvbl9nZW5lcmF0b3JfdGFiLnB5,d6e5808a00cda5048f6a171227a9be09bd4c3a1c,497,498,SYM-a62894c814cfd3594bc1ceb9,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/ui/components/definition_generator_tab.py,c3JjL3VpL2NvbXBvbmVudHMvZGVmaW5pdGlvbl9nZW5lcmF0b3JfdGFiLnB5,d6e5808a00cda5048f6a171227a9be09bd4c3a1c,505,524,SYM-d5a45f61f754cde094e318fa,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/ui/components/definition_generator_tab.py,c3JjL3VpL2NvbXBvbmVudHMvZGVmaW5pdGlvbl9nZW5lcmF0b3JfdGFiLnB5,d6e5808a00cda5048f6a171227a9be09bd4c3a1c,528,546,SYM-0327992e02d8382ced8d4ef0,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/ui/components/definition_generator_tab.py,c3JjL3VpL2NvbXBvbmVudHMvZGVmaW5pdGlvbl9nZW5lcmF0b3JfdGFiLnB5,d6e5808a00cda5048f6a171227a9be09bd4c3a1c,548,573,SYM-b58797e8108c7855a23ae85b,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/ui/components/definition_generator_tab.py,c3JjL3VpL2NvbXBvbmVudHMvZGVmaW5pdGlvbl9nZW5lcmF0b3JfdGFiLnB5,d6e5808a00cda5048f6a171227a9be09bd4c3a1c,575,601,SYM-2ddbeb44a1bcb743f52f2f31,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/ui/components/definition_generator_tab.py,c3JjL3VpL2NvbXBvbmVudHMvZGVmaW5pdGlvbl9nZW5lcmF0b3JfdGFiLnB5,d6e5808a00cda5048f6a171227a9be09bd4c3a1c,603,611,SYM-79cfc0cf13a490eed0492e29,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/ui/components/definition_generator_tab.py,c3JjL3VpL2NvbXBvbmVudHMvZGVmaW5pdGlvbl9nZW5lcmF0b3JfdGFiLnB5,d6e5808a00cda5048f6a171227a9be09bd4c3a1c,613,625,SYM-d6fdf47a7865a73665d76b3d,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/ui/components/definition_generator_tab.py,c3JjL3VpL2NvbXBvbmVudHMvZGVmaW5pdGlvbl9nZW5lcmF0b3JfdGFiLnB5,d6e5808a00cda5048f6a171227a9be09bd4c3a1c,627,647,SYM-366e22fff4f380124575f215,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/ui/components/definition_generator_tab.py,c3JjL3VpL2NvbXBvbmVudHMvZGVmaW5pdGlvbl9nZW5lcmF0b3JfdGFiLnB5,d6e5808a00cda5048f6a171227a9be09bd4c3a1c,651,660,SYM-b0c37db9cf26164c57631dd1,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/ui/components/definition_generator_tab.py,c3JjL3VpL2NvbXBvbmVudHMvZGVmaW5pdGlvbl9nZW5lcmF0b3JfdGFiLnB5,d6e5808a00cda5048f6a171227a9be09bd4c3a1c,662,689,SYM-9e80c092c3c96511f3d6ac73,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/ui/components/definition_generator_tab.py,c3JjL3VpL2NvbXBvbmVudHMvZGVmaW5pdGlvbl9nZW5lcmF0b3JfdGFiLnB5,d6e5808a00cda5048f6a171227a9be09bd4c3a1c,691,717,SYM-f6a8a7221e8ffe31092c16ed,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/ui/components/definition_generator_tab.py,c3JjL3VpL2NvbXBvbmVudHMvZGVmaW5pdGlvbl9nZW5lcmF0b3JfdGFiLnB5,d6e5808a00cda5048f6a171227a9be09bd4c3a1c,704,704,SYM-7d437881a01e42d144b2004e,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,src/ui/components/definition_generator_tab.py,c3JjL3VpL2NvbXBvbmVudHMvZGVmaW5pdGlvbl9nZW5lcmF0b3JfdGFiLnB5,d6e5808a00cda5048f6a171227a9be09bd4c3a1c,719,723,SYM-8b49c7e84fb3783389011622,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,tests/smoke/test_critical_paths.py,dGVzdHMvc21va2UvdGVzdF9jcml0aWNhbF9wYXRocy5weQ==,39fc06e022556007c4d5b55acbdde04d7eb2a5a0,1,170,,line_owner,codex-root,codex-kierkegaard
BATCH-001,tests/smoke/test_critical_paths.py,dGVzdHMvc21va2UvdGVzdF9jcml0aWNhbF9wYXRocy5weQ==,39fc06e022556007c4d5b55acbdde04d7eb2a5a0,1,170,SYM-2a050ccf683c7d079b972582,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,tests/smoke/test_critical_paths.py,dGVzdHMvc21va2UvdGVzdF9jcml0aWNhbF9wYXRocy5weQ==,39fc06e022556007c4d5b55acbdde04d7eb2a5a0,24,34,SYM-2ad348f58ed47e9722e96a30,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,tests/smoke/test_critical_paths.py,dGVzdHMvc21va2UvdGVzdF9jcml0aWNhbF9wYXRocy5weQ==,39fc06e022556007c4d5b55acbdde04d7eb2a5a0,40,49,SYM-6f806b0fbf6d4d690c394621,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,tests/smoke/test_critical_paths.py,dGVzdHMvc21va2UvdGVzdF9jcml0aWNhbF9wYXRocy5weQ==,39fc06e022556007c4d5b55acbdde04d7eb2a5a0,55,63,SYM-db128a2890fc1020930049d6,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,tests/smoke/test_critical_paths.py,dGVzdHMvc21va2UvdGVzdF9jcml0aWNhbF9wYXRocy5weQ==,39fc06e022556007c4d5b55acbdde04d7eb2a5a0,69,76,SYM-616869aaa75c055e8cfce7e0,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,tests/smoke/test_critical_paths.py,dGVzdHMvc21va2UvdGVzdF9jcml0aWNhbF9wYXRocy5weQ==,39fc06e022556007c4d5b55acbdde04d7eb2a5a0,82,90,SYM-b854be0b4929d76886e7bd5a,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,tests/smoke/test_critical_paths.py,dGVzdHMvc21va2UvdGVzdF9jcml0aWNhbF9wYXRocy5weQ==,39fc06e022556007c4d5b55acbdde04d7eb2a5a0,96,106,SYM-4e0c61648dba4a7cad394228,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,tests/smoke/test_critical_paths.py,dGVzdHMvc21va2UvdGVzdF9jcml0aWNhbF9wYXRocy5weQ==,39fc06e022556007c4d5b55acbdde04d7eb2a5a0,112,130,SYM-2d4d7496e14afcfb03aebea5,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,tests/smoke/test_critical_paths.py,dGVzdHMvc21va2UvdGVzdF9jcml0aWNhbF9wYXRocy5weQ==,39fc06e022556007c4d5b55acbdde04d7eb2a5a0,136,146,SYM-7902f96d06205dbd21c332dc,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,tests/smoke/test_critical_paths.py,dGVzdHMvc21va2UvdGVzdF9jcml0aWNhbF9wYXRocy5weQ==,39fc06e022556007c4d5b55acbdde04d7eb2a5a0,155,163,SYM-cb7b92bc50bb069dd6a92544,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,tests/unit/database/test_transactie_atomiciteit.py,dGVzdHMvdW5pdC9kYXRhYmFzZS90ZXN0X3RyYW5zYWN0aWVfYXRvbWljaXRlaXQucHk=,fa9fd400e87bb979e5630a975d15f7137e6b6909,1,251,,line_owner,codex-root,codex-kierkegaard
BATCH-001,tests/unit/database/test_transactie_atomiciteit.py,dGVzdHMvdW5pdC9kYXRhYmFzZS90ZXN0X3RyYW5zYWN0aWVfYXRvbWljaXRlaXQucHk=,fa9fd400e87bb979e5630a975d15f7137e6b6909,1,251,SYM-0d224099192523d668c5dc20,symbol_owner,codex-root,codex-kierkegaard
BATCH-001,tests/unit/database/test_transactie_atomiciteit.py,dGVzdHMvdW5pdC9kYXRhYmFzZS90ZXN0X3RyYW5zYWN0aWVfYXRvbWljaXRlaXQucHk=,fa9fd400e87bb979e5630a975d15f7137e6b6909,24,28,SYM-f78a1bc465a9130e79a205d3,symbol_owner,codex-root,codex-kierkegaard
