path,path_b64,reviewed_object_id,start_line,end_line,classification,batch,status,reviewer,verified_by,finding_ids,notes
.github/workflows/no-todo-markers.yml,LmdpdGh1Yi93b3JrZmxvd3Mvbm8tdG9kby1tYXJrZXJzLnltbA==,c949abd9e04302afe3f2433bbe2e3c05058943f7,1,25,configuration,BATCH-002,verified,codex-kierkegaard,codex-hypatia,,BATCH-002 full range independently verified
.github/workflows/pr-size-labeler.yml,LmdpdGh1Yi93b3JrZmxvd3MvcHItc2l6ZS1sYWJlbGVyLnltbA==,540e2202837834399208d9911c5e3d28adc7b668,1,30,configuration,BATCH-002,verified,codex-kierkegaard,codex-hypatia,,BATCH-002 full range independently verified
.github/workflows/quality-gates.yml,LmdpdGh1Yi93b3JrZmxvd3MvcXVhbGl0eS1nYXRlcy55bWw=,693dc11d88ebec7999666df1ec87af814a3a3422,1,238,configuration,BATCH-002,verified,codex-kierkegaard,codex-hypatia,B002-001;B002-002,BATCH-002 full range independently verified
.github/workflows/security.yml,LmdpdGh1Yi93b3JrZmxvd3Mvc2VjdXJpdHkueW1s,6d88d3886b61c35de414273b7efee93d09c76e4a,1,154,configuration,BATCH-002,verified,codex-kierkegaard,codex-hypatia,,BATCH-002 full range independently verified
.github/workflows/test.yml,LmdpdGh1Yi93b3JrZmxvd3MvdGVzdC55bWw=,ddf7001a84879c1014031bb0dfffa600679d7798,1,283,configuration,BATCH-002,verified,codex-kierkegaard,codex-hypatia,,BATCH-002 full range independently verified
.github/workflows/update-feature-status.yml,LmdpdGh1Yi93b3JrZmxvd3MvdXBkYXRlLWZlYXR1cmUtc3RhdHVzLnltbA==,9f8d7818e1a5eb973d02eff224fcbd5ba9586b59,1,52,configuration,BATCH-003,verified,codex-galileo,codex-kierkegaard,,BATCH-003 full range independently verified
Makefile,TWFrZWZpbGU=,6262226093aeee8f5466423f4e47d55671e7d921,1,143,code,BATCH-003,verified,codex-galileo,codex-kierkegaard,B003-001,BATCH-003 full range independently verified
.gitleaks.toml,LmdpdGxlYWtzLnRvbWw=,663cc49c433f63aa696df07b087bd6f49b9540a9,1,141,configuration,BATCH-004,verified,codex-galileo,codex-kierkegaard,B004-001,BATCH-004 full range independently verified
.pre-commit-config.yaml,LnByZS1jb21taXQtY29uZmlnLnlhbWw=,cfe2180ed55fb274285cbd5b8700e12c97a3b0b0,1,124,configuration,BATCH-004,verified,codex-galileo,codex-kierkegaard,B004-002,BATCH-004 full range independently verified
.trunk/configs/.markdownlint.yaml,LnRydW5rL2NvbmZpZ3MvLm1hcmtkb3dubGludC55YW1s,b40ee9d7a7aa5edd0a22f9beb16d33c8b147269c,1,2,configuration,BATCH-004,verified,codex-galileo,codex-kierkegaard,,BATCH-004 full range independently verified
.trunk/configs/.yamllint.yaml,LnRydW5rL2NvbmZpZ3MvLnlhbWxsaW50LnlhbWw=,184e251f8deb169e6cc659d3a43ff4cac1c54d68,1,7,configuration,BATCH-004,verified,codex-galileo,codex-kierkegaard,,BATCH-004 full range independently verified
.trunk/configs/ruff.toml,LnRydW5rL2NvbmZpZ3MvcnVmZi50b21s,41de1747803c35cf2b0f541aa430ded3a54ac872,1,6,configuration,BATCH-004,verified,codex-galileo,codex-kierkegaard,,BATCH-004 full range independently verified
.trunk/trunk.yaml,LnRydW5rL3RydW5rLnlhbWw=,1722ea4682d4756904e1c6fbf59d49b76e27aa05,1,53,configuration,BATCH-004,verified,codex-galileo,codex-kierkegaard,B004-006,BATCH-004 full range independently verified
config/.coveragerc,Y29uZmlnLy5jb3ZlcmFnZXJj,9d3ce94db3944136c8eff3240c98dd248de58936,1,55,configuration,BATCH-004,verified,codex-galileo,codex-kierkegaard,,BATCH-004 full range independently verified
config/approval_gate.yaml,Y29uZmlnL2FwcHJvdmFsX2dhdGUueWFtbA==,6272be07ff78729866dcd1015d805647aabe8cd8,1,26,configuration,BATCH-004,verified,codex-galileo,codex-kierkegaard,,BATCH-004 full range independently verified
config/cache_config.yaml,Y29uZmlnL2NhY2hlX2NvbmZpZy55YW1s,251ad07ee53a9bb13cee10229b6bb5d5d3c751c0,1,256,configuration,BATCH-004,verified,codex-galileo,codex-kierkegaard,,BATCH-004 full range independently verified
config/classification/term_patterns.yaml,Y29uZmlnL2NsYXNzaWZpY2F0aW9uL3Rlcm1fcGF0dGVybnMueWFtbA==,67818c2334ad2461be190977be96150feff55a49,1,115,configuration,BATCH-004,verified,codex-galileo,codex-kierkegaard,,BATCH-004 full range independently verified
config/config.yaml,Y29uZmlnL2NvbmZpZy55YW1s,a601df31f7a73a0f2118736a384f0449e8c1f08c,1,210,configuration,BATCH-004,verified,codex-galileo,codex-kierkegaard,B004-003,BATCH-004 full range independently verified
config/juridische_keywords.yaml,Y29uZmlnL2p1cmlkaXNjaGVfa2V5d29yZHMueWFtbA==,7b0bd8a2aa625ab9888fea6090b4cfe3d81a39b4,1,75,configuration,BATCH-004,verified,codex-galileo,codex-kierkegaard,,BATCH-004 full range independently verified
config/juridische_synoniemen.yaml,Y29uZmlnL2p1cmlkaXNjaGVfc3lub25pZW1lbi55YW1s,48866318aaa1c6dd6a815ae2ef6c1a44a408ac7b,1,361,configuration,BATCH-004,verified,codex-galileo,codex-kierkegaard,,BATCH-004 full range independently verified
config/logging_config.yaml,Y29uZmlnL2xvZ2dpbmdfY29uZmlnLnlhbWw=,6d0933eecba1df0dec3c4a7ea619ecc2def89d7b,1,321,configuration,BATCH-004,verified,codex-galileo,codex-kierkegaard,,BATCH-004 full range independently verified
config/logging_structured.yaml,Y29uZmlnL2xvZ2dpbmdfc3RydWN0dXJlZC55YW1s,41062d250ebb78e1f33c47a4c84a086a59f78bac,1,85,configuration,BATCH-004,verified,codex-galileo,codex-kierkegaard,,BATCH-004 full range independently verified
config/monitoring.yaml,Y29uZmlnL21vbml0b3JpbmcueWFtbA==,6b1d52ce3d9b427e19a27a127928b245865c29ab,1,11,configuration,BATCH-004,verified,codex-galileo,codex-kierkegaard,,BATCH-004 full range independently verified
config/ontology/category_patterns.yaml,Y29uZmlnL29udG9sb2d5L2NhdGVnb3J5X3BhdHRlcm5zLnlhbWw=,825634511691a89cb8763f5308812695650f9229,1,221,configuration,BATCH-004,verified,codex-galileo,codex-kierkegaard,,BATCH-004 full range independently verified
config/synonym_config.yaml,Y29uZmlnL3N5bm9ueW1fY29uZmlnLnlhbWw=,bca7e74fa9dff7e7340a30655b2a6a6f463d6bbd,1,86,configuration,BATCH-004,verified,codex-galileo,codex-kierkegaard,,BATCH-004 full range independently verified
config/toetsregels/toetsregels_config.yaml,Y29uZmlnL3RvZXRzcmVnZWxzL3RvZXRzcmVnZWxzX2NvbmZpZy55YW1s,40dd16aedab4b1b7007e1c8784f0a4974785def5,1,244,configuration,BATCH-004,verified,codex-galileo,codex-kierkegaard,B004-005,BATCH-004 full range independently verified
config/ufo_rules.yaml,Y29uZmlnL3Vmb19ydWxlcy55YW1s,1847a906c4bad882bec2e815a8560db3d461bb32,1,1802,configuration,BATCH-004,verified,codex-galileo,codex-kierkegaard,,BATCH-004 full range independently verified
config/ufo_rules_v5.yaml,Y29uZmlnL3Vmb19ydWxlc192NS55YW1s,90ea16ac2de89ca9f6097ab8fd1a1f23b224b5ef,1,380,configuration,BATCH-004,verified,codex-galileo,codex-kierkegaard,B004-007,BATCH-004 full range independently verified
config/validation/rule_reasoning_config.yaml,Y29uZmlnL3ZhbGlkYXRpb24vcnVsZV9yZWFzb25pbmdfY29uZmlnLnlhbWw=,b69aa1daed59b0974af2c78fbc8ed8d97892347b,1,151,configuration,BATCH-004,verified,codex-galileo,codex-kierkegaard,,BATCH-004 full range independently verified
config/web_lookup_defaults.yaml,Y29uZmlnL3dlYl9sb29rdXBfZGVmYXVsdHMueWFtbA==,3c4de6d65d2f739074991dcae6254dddb0054bda,1,161,configuration,BATCH-004,verified,codex-galileo,codex-kierkegaard,B004-004,BATCH-004 full range independently verified
pyproject.toml,cHlwcm9qZWN0LnRvbWw=,6587fb7be7e3062a3f3faf3a2030128f0ec2db07,1,233,configuration,BATCH-004,verified,codex-galileo,codex-kierkegaard,,BATCH-004 full range independently verified
pytest.ini,cHl0ZXN0LmluaQ==,a025c5965bede33dee5942894641c74304a145dc,1,60,configuration,BATCH-004,verified,codex-galileo,codex-kierkegaard,,BATCH-004 full range independently verified
requirements-dev.in,cmVxdWlyZW1lbnRzLWRldi5pbg==,117ff514e49592cceec9d33c6f931e8dbb7ee765,1,40,configuration,BATCH-004,verified,codex-galileo,codex-kierkegaard,,BATCH-004 full range independently verified
requirements-dev.txt,cmVxdWlyZW1lbnRzLWRldi50eHQ=,3a3b4e1c9ed29c688a90d25993c93288d9bd0129,1,1634,generated,BATCH-005,verified,codex-hypatia,codex-galileo,,BATCH-005 full range independently verified
requirements.in,cmVxdWlyZW1lbnRzLmlu,99b1d530222a71a439fbca9a81488068657c917d,1,81,configuration,BATCH-005,verified,codex-hypatia,codex-galileo,B005-002;B005-006;B005-007;B005-008,BATCH-005 full range independently verified
requirements.txt,cmVxdWlyZW1lbnRzLnR4dA==,4caba97d477be3bda1499870533e268a2be6fd78,1,2493,generated,BATCH-005,verified,codex-hypatia,codex-galileo,B005-001,BATCH-005 full range independently verified
.claude/rules/patterns.md,LmNsYXVkZS9ydWxlcy9wYXR0ZXJucy5tZA==,e8fc17d96ba9b32c68ee68270333913dec41b134,1,48,configuration,BATCH-005,verified,codex-hypatia,codex-galileo,,BATCH-005 full range independently verified
.claude/rules/project-rules.md,LmNsYXVkZS9ydWxlcy9wcm9qZWN0LXJ1bGVzLm1k,7961ccac0059b3611328d1dbee6675a85b54bf03,1,6,configuration,BATCH-005,verified,codex-hypatia,codex-galileo,B005-005,BATCH-005 full range independently verified
.claude/rules/streamlit-patterns.md,LmNsYXVkZS9ydWxlcy9zdHJlYW1saXQtcGF0dGVybnMubWQ=,b5b3be1e173477c31afe1fe0f6ba10f26528f6b6,1,34,configuration,BATCH-005,verified,codex-hypatia,codex-galileo,,BATCH-005 full range independently verified
.gitignore,LmdpdGlnbm9yZQ==,a21df1441704efc41d6bd2bbbcb65933d0807cd3,1,207,configuration,BATCH-005,verified,codex-hypatia,codex-galileo,B005-004,BATCH-005 full range independently verified
.gitleaksignore,LmdpdGxlYWtzaWdub3Jl,b4dea8cffefbd628ff2ecb39b29daded2c9d4a27,1,56,configuration,BATCH-005,verified,codex-hypatia,codex-galileo,,BATCH-005 full range independently verified
.prompt-forge/analysis-report.md,LnByb21wdC1mb3JnZS9hbmFseXNpcy1yZXBvcnQubWQ=,f53654f765725a8996fbc7e4d817d01f4010349c,1,196,documentation,BATCH-005,verified,codex-hypatia,codex-galileo,,BATCH-005 full range independently verified
.prompt-forge/linear-vs-codereview-report.md,LnByb21wdC1mb3JnZS9saW5lYXItdnMtY29kZXJldmlldy1yZXBvcnQubWQ=,c3370dab7e09aa631bf11933aba27f2aa694ac0b,1,204,documentation,BATCH-005,verified,codex-hypatia,codex-galileo,,BATCH-005 full range independently verified
.prompt-forge/werklijst-security-sprint.md,LnByb21wdC1mb3JnZS93ZXJrbGlqc3Qtc2VjdXJpdHktc3ByaW50Lm1k,16dd861d9ee97eea69bd569a9945d05bf7bfc178,1,204,documentation,BATCH-005,verified,codex-hypatia,codex-galileo,B005-003,BATCH-005 full range independently verified
.trunk/.gitignore,LnRydW5rLy5naXRpZ25vcmU=,15966d087ebc05fc3e0a2effab401a41f43c00bf,1,9,configuration,BATCH-005,verified,codex-hypatia,codex-galileo,,BATCH-005 full range independently verified
.trunk/configs/.isort.cfg,LnRydW5rL2NvbmZpZ3MvLmlzb3J0LmNmZw==,b9fb3f3e8caa50cb46d61e0d193bad2624b598c9,1,2,configuration,BATCH-005,verified,codex-hypatia,codex-galileo,,BATCH-005 full range independently verified
.trunk/configs/.shellcheckrc,LnRydW5rL2NvbmZpZ3MvLnNoZWxsY2hlY2tyYw==,8c7b1ada8a3e17d42d1022b2caddc39ba83e1466,1,7,configuration,BATCH-005,verified,codex-hypatia,codex-galileo,,BATCH-005 full range independently verified
src/api/feature_status_api.py,c3JjL2FwaS9mZWF0dXJlX3N0YXR1c19hcGkucHk=,6ea6369e0968a03dcc7c44fec6b9ea58e06b0b17,1,230,code,BATCH-006,verified,codex-root,codex-hypatia,B006-003;B006-009,BATCH-006 all assigned physical lines reviewed
src/config/rate_limit_config.py,c3JjL2NvbmZpZy9yYXRlX2xpbWl0X2NvbmZpZy5weQ==,66c51ad9d7f5592ec4c9957c7681eac85ccd54d1,1,171,code,BATCH-006,verified,codex-root,codex-hypatia,,BATCH-006 all assigned physical lines reviewed
src/security/__init__.py,c3JjL3NlY3VyaXR5L19faW5pdF9fLnB5,507078de1b692ccb812e045ed108e88c51d38087,1,35,code,BATCH-006,verified,codex-root,codex-hypatia,,BATCH-006 all assigned physical lines reviewed
src/security/security_middleware.py,c3JjL3NlY3VyaXR5L3NlY3VyaXR5X21pZGRsZXdhcmUucHk=,fd6af70d43ed3983d04bd132d6f8b477d55446d4,1,732,code,BATCH-006,verified,codex-root,codex-hypatia,B006-001;B006-002,BATCH-006 all assigned physical lines reviewed
src/services/prompts/sanitization.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvc2FuaXRpemF0aW9uLnB5,a904f5d6a33c97a4270ff67674dffca0baa02c05,1,170,code,BATCH-006,verified,codex-root,codex-hypatia,,BATCH-006 all assigned physical lines reviewed
src/services/security_service.py,c3JjL3NlcnZpY2VzL3NlY3VyaXR5X3NlcnZpY2UucHk=,c504625fe2716847882b7eafc20a134b7d9a3048,1,128,code,BATCH-006,verified,codex-root,codex-hypatia,,BATCH-006 all assigned physical lines reviewed
src/services/web_lookup/sanitization.py,c3JjL3NlcnZpY2VzL3dlYl9sb29rdXAvc2FuaXRpemF0aW9uLnB5,5d20a0382a083954294586efa9d75e0657e609eb,1,40,code,BATCH-006,verified,codex-root,codex-hypatia,,BATCH-006 all assigned physical lines reviewed
src/utils/smart_rate_limiter.py,c3JjL3V0aWxzL3NtYXJ0X3JhdGVfbGltaXRlci5weQ==,303aebfbdba93a913fac8490758acf2064ece094,1,681,code,BATCH-006,verified,codex-root,codex-hypatia,B006-007;B006-008,BATCH-006 all assigned physical lines reviewed
src/validation/sanitizer.py,c3JjL3ZhbGlkYXRpb24vc2FuaXRpemVyLnB5,d4ded68716081d261f36a17544eadbc8ba32ffca,1,736,code,BATCH-006,verified,codex-root,codex-hypatia,B006-004;B006-005;B006-006,BATCH-006 all assigned physical lines reviewed
src/domain/__init__.py,c3JjL2RvbWFpbi9fX2luaXRfXy5weQ==,fea1faf007509f2144a8223355f096752a2f2b1a,1,6,code,BATCH-007,verified,codex-kierkegaard,codex-galileo,,BATCH-007 all assigned physical lines reviewed
src/domain/autoriteit/__init__.py,c3JjL2RvbWFpbi9hdXRvcml0ZWl0L19faW5pdF9fLnB5,a310be00e6c21ffb7f14d90d80b9c0d57724545b,1,5,code,BATCH-007,verified,codex-kierkegaard,codex-galileo,,BATCH-007 all assigned physical lines reviewed
src/domain/autoriteit/betrouwbaarheid.py,c3JjL2RvbWFpbi9hdXRvcml0ZWl0L2JldHJvdXdiYWFyaGVpZC5weQ==,8f38890a9c9237ae4f3a34569385eafd6a5380f6,1,184,code,BATCH-007,verified,codex-kierkegaard,codex-galileo,B007-002,BATCH-007 all assigned physical lines reviewed
src/domain/context/__init__.py,c3JjL2RvbWFpbi9jb250ZXh0L19faW5pdF9fLnB5,b42079d78262ac718db1ed62f7456016f912defe,1,5,code,BATCH-007,verified,codex-kierkegaard,codex-galileo,,BATCH-007 all assigned physical lines reviewed
src/domain/context/organisatie_wetten.py,c3JjL2RvbWFpbi9jb250ZXh0L29yZ2FuaXNhdGllX3dldHRlbi5weQ==,c55295b4c1dcd01fbe21abc6b1d1c1eb48e96253,1,238,code,BATCH-007,verified,codex-kierkegaard,codex-galileo,B007-003,BATCH-007 all assigned physical lines reviewed
src/domain/juridisch/__init__.py,c3JjL2RvbWFpbi9qdXJpZGlzY2gvX19pbml0X18ucHk=,b10e1b2ac33bfb408044944fd4f1fe2a9f495ec8,1,5,code,BATCH-007,verified,codex-kierkegaard,codex-galileo,,BATCH-007 all assigned physical lines reviewed
src/domain/juridisch/patronen.py,c3JjL2RvbWFpbi9qdXJpZGlzY2gvcGF0cm9uZW4ucHk=,2732a2a438e4626f300075178a93267224a56254,1,129,code,BATCH-007,verified,codex-kierkegaard,codex-galileo,B007-001;B007-004,BATCH-007 all assigned physical lines reviewed
src/domain/linguistisch/__init__.py,c3JjL2RvbWFpbi9saW5ndWlzdGlzY2gvX19pbml0X18ucHk=,8b824c11fce36fe81dc29cd7fa324460d0c5764a,1,5,code,BATCH-007,verified,codex-kierkegaard,codex-galileo,,BATCH-007 all assigned physical lines reviewed
src/domain/linguistisch/pluralia_tantum.py,c3JjL2RvbWFpbi9saW5ndWlzdGlzY2gvcGx1cmFsaWFfdGFudHVtLnB5,d3996255a8d36bd1621fdf265ad49b34468bd532,1,210,code,BATCH-007,verified,codex-kierkegaard,codex-galileo,B007-005,BATCH-007 all assigned physical lines reviewed
src/domain/ontological_categories.py,c3JjL2RvbWFpbi9vbnRvbG9naWNhbF9jYXRlZ29yaWVzLnB5,9f50e5de4ba258ff46e1251f4efcb0d1742c123b,1,17,code,BATCH-007,verified,codex-kierkegaard,codex-galileo,,BATCH-007 all assigned physical lines reviewed
src/domain/rechtsgebieden.py,c3JjL2RvbWFpbi9yZWNodHNnZWJpZWRlbi5weQ==,ebd78046085c649af0eb97d666c64a4780f03c56,1,62,code,BATCH-007,verified,codex-kierkegaard,codex-galileo,,BATCH-007 all assigned physical lines reviewed
src/models/category_models.py,c3JjL21vZGVscy9jYXRlZ29yeV9tb2RlbHMucHk=,2993e0daedd73d19ba4a13dd0a4cdb6594cdd7f1,1,62,code,BATCH-007,verified,codex-kierkegaard,codex-galileo,,BATCH-007 all assigned physical lines reviewed
src/models/ontology_models.py,c3JjL21vZGVscy9vbnRvbG9neV9tb2RlbHMucHk=,512be718b4a40d629a9acd5549028b58ce330467,1,53,code,BATCH-007,verified,codex-kierkegaard,codex-galileo,,BATCH-007 all assigned physical lines reviewed
src/models/synonym_models.py,c3JjL21vZGVscy9zeW5vbnltX21vZGVscy5weQ==,5103ce3d777700125e87ec84a7fcbd7037660dc9,1,171,code,BATCH-007,verified,codex-kierkegaard,codex-galileo,,BATCH-007 all assigned physical lines reviewed
src/models/voorbeelden_validation.py,c3JjL21vZGVscy92b29yYmVlbGRlbl92YWxpZGF0aW9uLnB5,6dd3cba88fad620c68f076019378479961bdf94b,1,183,code,BATCH-007,verified,codex-kierkegaard,codex-galileo,,BATCH-007 all assigned physical lines reviewed
src/ontologie/__init__.py,c3JjL29udG9sb2dpZS9fX2luaXRfXy5weQ==,427c4ca1838e14fbd0f106ec5481f8d788c79764,1,10,code,BATCH-007,verified,codex-kierkegaard,codex-galileo,,BATCH-007 all assigned physical lines reviewed
src/ontologie/improved_classifier.py,c3JjL29udG9sb2dpZS9pbXByb3ZlZF9jbGFzc2lmaWVyLnB5,08650367325ea0d284bae0ddb9c2bb00ee444521,1,543,code,BATCH-007,verified,codex-kierkegaard,codex-galileo,,BATCH-007 all assigned physical lines reviewed
src/services/classification/__init__.py,c3JjL3NlcnZpY2VzL2NsYXNzaWZpY2F0aW9uL19faW5pdF9fLnB5,f451741aca704d3fd99670113f3682000cbd25d4,1,17,code,BATCH-007,verified,codex-kierkegaard,codex-galileo,,BATCH-007 all assigned physical lines reviewed
src/services/classification/ontological_classifier.py,c3JjL3NlcnZpY2VzL2NsYXNzaWZpY2F0aW9uL29udG9sb2dpY2FsX2NsYXNzaWZpZXIucHk=,b2c944531c2bc29b873b9a8ea5da973dca380192,1,300,code,BATCH-007,verified,codex-kierkegaard,codex-galileo,B007-006;B007-007,BATCH-007 all assigned physical lines reviewed
src/services/classification/term_config.py,c3JjL3NlcnZpY2VzL2NsYXNzaWZpY2F0aW9uL3Rlcm1fY29uZmlnLnB5,ce51d3efa92f47cc6f6e06c1d398ba4416d7510c,1,176,code,BATCH-007,verified,codex-kierkegaard,codex-galileo,,BATCH-007 all assigned physical lines reviewed
src/services/ontology/__init__.py,c3JjL3NlcnZpY2VzL29udG9sb2d5L19faW5pdF9fLnB5,e69de29bb2d1d6434b8b29ae775ad8c2e48c5391,0,0,empty_file,BATCH-008,verified,codex-kierkegaard,codex-galileo,,BATCH-008 all assigned physical lines reviewed
src/services/ontology/ontology_model_service.py,c3JjL3NlcnZpY2VzL29udG9sb2d5L29udG9sb2d5X21vZGVsX3NlcnZpY2UucHk=,d54297e839f46c16dea87dcba40e07f92737d119,1,294,code,BATCH-008,verified,codex-kierkegaard,codex-galileo,B008-001,BATCH-008 all assigned physical lines reviewed
src/database/__init__.py,c3JjL2RhdGFiYXNlL19faW5pdF9fLnB5,69adb9e381b19a00ed2ca9bd35763662cd214e07,1,7,code,BATCH-009,verified,codex-galileo,codex-kierkegaard,,BATCH-009 all assigned physical lines reviewed
