path,path_b64,git_mode,object_type,object_id,file_type,bytes,physical_lines,logical_lines,scope_tier,status,reviewer,verified_by,reviewed_at,finding_ids,notes
.pre-commit-config.yaml,LnByZS1jb21taXQtY29uZmlnLnlhbWw=,100644,blob,cfe2180ed55fb274285cbd5b8700e12c97a3b0b0,text/plain,4962,124,120,D,pending,,,,,
.prompt-forge/analysis-report.md,LnByb21wdC1mb3JnZS9hbmFseXNpcy1yZXBvcnQubWQ=,100644,blob,f53654f765725a8996fbc7e4d817d01f4010349c,text/markdown,7862,196,141,E,pending,,,,,
.prompt-forge/linear-vs-codereview-report.md,LnByb21wdC1mb3JnZS9saW5lYXItdnMtY29kZXJldmlldy1yZXBvcnQubWQ=,100644,blob,c3370dab7e09aa631bf11933aba27f2aa694ac0b,text/markdown,8737,204,149,E,pending,,,,,
.prompt-forge/werklijst-security-sprint.md,LnByb21wdC1mb3JnZS93ZXJrbGlqc3Qtc2VjdXJpdHktc3ByaW50Lm1k,100644,blob,16dd861d9ee97eea69bd569a9945d05bf7bfc178,text/markdown,7642,204,160,E,pending,,,,,
.trunk/.gitignore,LnRydW5rLy5naXRpZ25vcmU=,100644,blob,15966d087ebc05fc3e0a2effab401a41f43c00bf,text/plain,80,9,9,E,pending,,,,,
.trunk/configs/.isort.cfg,LnRydW5rL2NvbmZpZ3MvLmlzb3J0LmNmZw==,100644,blob,b9fb3f3e8caa50cb46d61e0d193bad2624b598c9,text/plain,25,2,2,E,pending,,,,,
.trunk/configs/.markdownlint.yaml,LnRydW5rL2NvbmZpZ3MvLm1hcmtkb3dubGludC55YW1s,100644,blob,b40ee9d7a7aa5edd0a22f9beb16d33c8b147269c,text/plain,109,2,2,D,pending,,,,,
.trunk/configs/.shellcheckrc,LnRydW5rL2NvbmZpZ3MvLnNoZWxsY2hlY2tyYw==,100644,blob,8c7b1ada8a3e17d42d1022b2caddc39ba83e1466,text/plain,167,7,6,E,pending,,,,,
.trunk/configs/.yamllint.yaml,LnRydW5rL2NvbmZpZ3MvLnlhbWxsaW50LnlhbWw=,100644,blob,184e251f8deb169e6cc659d3a43ff4cac1c54d68,text/plain,152,7,7,D,pending,,,,,
.trunk/configs/ruff.toml,LnRydW5rL2NvbmZpZ3MvcnVmZi50b21s,100644,blob,41de1747803c35cf2b0f541aa430ded3a54ac872,text/plain,182,6,5,D,pending,,,,,
.trunk/trunk.yaml,LnRydW5rL3RydW5rLnlhbWw=,100644,blob,1722ea4682d4756904e1c6fbf59d49b76e27aa05,text/plain,1392,53,53,D,pending,,,,,
CHANGELOG.md,Q0hBTkdFTE9HLm1k,100644,blob,8307e107b332441a5f4327427049397fa421e733,text/markdown,2322,41,29,E,verified,codex-hypatia,codex-kierkegaard,2026-08-11T15:43:25Z,,immutable blob fully independently reviewed
CLAUDE.md,Q0xBVURFLm1k,100644,blob,3211f8470b2414de838ac4bb1cd650702e4299c8,text/markdown,4116,87,65,E,verified,codex-hypatia,codex-kierkegaard,2026-08-11T15:43:25Z,,immutable blob fully independently reviewed
Makefile,TWFrZWZpbGU=,100644,blob,6262226093aeee8f5466423f4e47d55671e7d921,text/plain,5423,143,110,C,pending,,,,,
README.md,UkVBRE1FLm1k,100644,blob,facfa3c688a10c51c7657b0caf4cc31ca894a110,text/markdown,25995,544,426,E,verified,codex-hypatia,codex-kierkegaard,2026-08-11T15:43:25Z,B131-001;B131-002,immutable blob fully independently reviewed
config/.coveragerc,Y29uZmlnLy5jb3ZlcmFnZXJj,100644,blob,9d3ce94db3944136c8eff3240c98dd248de58936,text/plain,969,55,46,D,pending,,,,,
config/approval_gate.yaml,Y29uZmlnL2FwcHJvdmFsX2dhdGUueWFtbA==,100644,blob,6272be07ff78729866dcd1015d805647aabe8cd8,text/plain,1113,26,21,D,pending,,,,,
config/cache_config.yaml,Y29uZmlnL2NhY2hlX2NvbmZpZy55YW1s,100644,blob,251ad07ee53a9bb13cee10229b6bb5d5d3c751c0,text/plain,6127,256,221,D,pending,,,,,
config/classification/term_patterns.yaml,Y29uZmlnL2NsYXNzaWZpY2F0aW9uL3Rlcm1fcGF0dGVybnMueWFtbA==,100644,blob,67818c2334ad2461be190977be96150feff55a49,text/plain,4715,115,104,D,pending,,,,,
config/config.yaml,Y29uZmlnL2NvbmZpZy55YW1s,100644,blob,a601df31f7a73a0f2118736a384f0449e8c1f08c,text/plain,4368,210,210,D,pending,,,,,
config/juridische_keywords.yaml,Y29uZmlnL2p1cmlkaXNjaGVfa2V5d29yZHMueWFtbA==,100644,blob,7b0bd8a2aa625ab9888fea6090b4cfe3d81a39b4,text/plain,1470,75,69,D,pending,,,,,
config/juridische_synoniemen.yaml,Y29uZmlnL2p1cmlkaXNjaGVfc3lub25pZW1lbi55YW1s,100644,blob,48866318aaa1c6dd6a815ae2ef6c1a44a408ac7b,text/plain,6805,361,361,D,pending,,,,,
config/logging_config.yaml,Y29uZmlnL2xvZ2dpbmdfY29uZmlnLnlhbWw=,100644,blob,6d0933eecba1df0dec3c4a7ea619ecc2def89d7b,text/plain,6659,321,284,D,pending,,,,,
config/logging_structured.yaml,Y29uZmlnL2xvZ2dpbmdfc3RydWN0dXJlZC55YW1s,100644,blob,41062d250ebb78e1f33c47a4c84a086a59f78bac,text/plain,2391,85,76,D,pending,,,,,
config/monitoring.yaml,Y29uZmlnL21vbml0b3JpbmcueWFtbA==,100644,blob,6b1d52ce3d9b427e19a27a127928b245865c29ab,text/plain,207,11,10,D,pending,,,,,
config/ontology/category_patterns.yaml,Y29uZmlnL29udG9sb2d5L2NhdGVnb3J5X3BhdHRlcm5zLnlhbWw=,100644,blob,825634511691a89cb8763f5308812695650f9229,text/plain,5482,221,190,D,pending,,,,,
config/synonym_config.yaml,Y29uZmlnL3N5bm9ueW1fY29uZmlnLnlhbWw=,100644,blob,bca7e74fa9dff7e7340a30655b2a6a6f463d6bbd,text/plain,2449,86,74,D,pending,,,,,
config/toetsregels/toetsregels_config.yaml,Y29uZmlnL3RvZXRzcmVnZWxzL3RvZXRzcmVnZWxzX2NvbmZpZy55YW1s,100644,blob,40dd16aedab4b1b7007e1c8784f0a4974785def5,text/plain,5215,244,211,D,pending,,,,,
config/ufo_rules.yaml,Y29uZmlnL3Vmb19ydWxlcy55YW1s,100644,blob,1847a906c4bad882bec2e815a8560db3d461bb32,text/plain,52147,1802,1677,D,pending,,,,,
config/ufo_rules_v5.yaml,Y29uZmlnL3Vmb19ydWxlc192NS55YW1s,100644,blob,90ea16ac2de89ca9f6097ab8fd1a1f23b224b5ef,text/plain,7371,380,347,D,pending,,,,,
config/validation/rule_reasoning_config.yaml,Y29uZmlnL3ZhbGlkYXRpb24vcnVsZV9yZWFzb25pbmdfY29uZmlnLnlhbWw=,100644,blob,b69aa1daed59b0974af2c78fbc8ed8d97892347b,text/plain,4491,151,130,D,pending,,,,,
config/web_lookup_defaults.yaml,Y29uZmlnL3dlYl9sb29rdXBfZGVmYXVsdHMueWFtbA==,100644,blob,3c4de6d65d2f739074991dcae6254dddb0054bda,text/plain,5717,161,139,D,pending,,,,,
data/uploads/documents/documents_metadata.json,ZGF0YS91cGxvYWRzL2RvY3VtZW50cy9kb2N1bWVudHNfbWV0YWRhdGEuanNvbg==,100644,blob,a4c4fad276525802b1520a8d3fc17e3449bf8c3b,application/json,765,30,30,D,verified,codex-kierkegaard,codex-root,2026-08-10T13:27:21Z,,BATCH-038 immutable blob fully reviewed
data/wetteksten/wid.txt,ZGF0YS93ZXR0ZWtzdGVuL3dpZC50eHQ=,100644,blob,17f3ceaabb548c479091f5a03b75b1e4494e0022,text/plain,4461,67,37,E,verified,codex-hypatia,codex-kierkegaard,2026-08-11T14:20:00Z,B108-001,immutable blob fully independently reviewed
docs/ARCHIEF/2025-01-cleanup/migrations/README.md,ZG9jcy9BUkNISUVGLzIwMjUtMDEtY2xlYW51cC9taWdyYXRpb25zL1JFQURNRS5tZA==,100644,blob,833a143a11c9c17435081d406190336c68ebc0f0,text/markdown,1962,56,37,E,verified,codex-hypatia,codex-kierkegaard,2026-08-11T15:43:25Z,,immutable blob fully independently reviewed
docs/ARCHIEF/ARCHITECTURE_COMPLETE_AS-IS_TO-BE.md,ZG9jcy9BUkNISUVGL0FSQ0hJVEVDVFVSRV9DT01QTEVURV9BUy1JU19UTy1CRS5tZA==,100644,blob,86afed7b909269aa7bb6870d94cd2bd0e216d716,text/markdown,37212,705,609,E,verified,codex-hypatia,codex-kierkegaard,2026-08-11T15:43:25Z,,immutable blob fully independently reviewed
docs/ARCHIEF/ARCHITECTURE_OVERVIEW.html,ZG9jcy9BUkNISUVGL0FSQ0hJVEVDVFVSRV9PVkVSVklFVy5odG1s,100644,blob,716238cab0cf559b238562bbc0f5000b7e225f64,text/html,19435,573,505,E,verified,codex-hypatia,codex-kierkegaard,2026-08-11T15:43:25Z,B131-003;B131-004;B131-005,immutable blob fully independently reviewed
docs/ARCHIEF/ARCHITECTURE_PROGRESS_ASSESSMENT.md,ZG9jcy9BUkNISUVGL0FSQ0hJVEVDVFVSRV9QUk9HUkVTU19BU1NFU1NNRU5ULm1k,100644,blob,739d488ef6353ad262d5e42d3c884a655aebb65f,text/markdown,4412,119,90,E,verified,codex-hypatia,codex-kierkegaard,2026-08-11T15:43:25Z,,immutable blob fully independently reviewed
docs/ARCHIEF/ARCHITECTURE_VISION.md,ZG9jcy9BUkNISUVGL0FSQ0hJVEVDVFVSRV9WSVNJT04ubWQ=,100644,blob,ffb992930bd187e1560618dee804e782c5c9ee8f,text/markdown,4722,133,108,E,verified,codex-hypatia,codex-kierkegaard,2026-08-11T15:43:25Z,,immutable blob fully independently reviewed
docs/ARCHIEF/ARCHITECTURE_VISUALIZATION_DETAILED.html,ZG9jcy9BUkNISUVGL0FSQ0hJVEVDVFVSRV9WSVNVQUxJWkFUSU9OX0RFVEFJTEVELmh0bWw=,100644,blob,d35908dc47c00e91607c2ff9654cc376ddb7ce27,text/html,183363,4457,4022,E,verified,codex-galileo,codex-hypatia,2026-08-11T15:43:25Z,B132-002,immutable blob fully independently reviewed
docs/ARCHIEF/ARCHIVE_INDEX.md,ZG9jcy9BUkNISUVGL0FSQ0hJVkVfSU5ERVgubWQ=,100644,blob,4e8ae12c6d5a6bfba07d394e328df7141fd52dbf,text/markdown,1911,53,40,E,verified,codex-galileo,codex-hypatia,2026-08-11T15:43:25Z,,immutable blob fully independently reviewed
docs/ARCHIEF/ARCHIVE_NOTES.md,ZG9jcy9BUkNISUVGL0FSQ0hJVkVfTk9URVMubWQ=,100644,blob,538e7b9fab794ae2341e2bed2d74b51a456016b3,text/markdown,1901,39,31,E,verified,codex-galileo,codex-hypatia,2026-08-11T15:43:25Z,,immutable blob fully independently reviewed
docs/ARCHIEF/AS-IS-TO-BE-ARCHITECTURE-DETAILED.html,ZG9jcy9BUkNISUVGL0FTLUlTLVRPLUJFLUFSQ0hJVEVDVFVSRS1ERVRBSUxFRC5odG1s,100644,blob,a873ab6ec02101adefe849ddfd85c67361c9704e,text/html,58355,1531,1420,E,verified,codex-galileo,codex-hypatia,2026-08-11T15:43:25Z,B133-001;B133-002;B133-005,immutable blob fully independently reviewed
docs/ARCHIEF/AS-IS-TO-BE-ARCHITECTURE.html,ZG9jcy9BUkNISUVGL0FTLUlTLVRPLUJFLUFSQ0hJVEVDVFVSRS5odG1s,100644,blob,d8ced0034977e569cc11094691d14aebdfc9cd49,text/html,35497,812,763,E,verified,codex-galileo,codex-hypatia,2026-08-11T15:43:25Z,B133-006,immutable blob fully independently reviewed
docs/ARCHIEF/BESTANDSNAMEN-VERNEDERLANDSING-WORKFLOW.md,ZG9jcy9BUkNISUVGL0JFU1RBTkRTTkFNRU4tVkVSTkVERVJMQU5EU0lORy1XT1JLRkxPVy5tZA==,100644,blob,b32a4b08920f785c7c25bb1abffde90b58d754cb,text/markdown,7998,311,248,E,verified,codex-galileo,codex-hypatia,2026-08-11T15:43:25Z,,immutable blob fully independently reviewed
docs/ARCHIEF/BUSINESS_LOGIC_EXTRACTION_PLAN.md,ZG9jcy9BUkNISUVGL0JVU0lORVNTX0xPR0lDX0VYVFJBQ1RJT05fUExBTi5tZA==,100644,blob,3d86ac96f8e4fbb84067bcec02bad8345779b22d,text/markdown,13055,406,331,E,verified,codex-galileo,codex-hypatia,2026-08-11T15:43:25Z,,immutable blob fully independently reviewed
docs/ARCHIEF/BUSINESS_LOGIC_EXTRACTION_PROGRESS.md,ZG9jcy9BUkNISUVGL0JVU0lORVNTX0xPR0lDX0VYVFJBQ1RJT05fUFJPR1JFU1MubWQ=,100644,blob,64f001c97fc3d83bc1c99a4e9585a0d6b2e72d24,text/markdown,3084,95,76,E,verified,codex-galileo,codex-hypatia,2026-08-11T15:43:25Z,,immutable blob fully independently reviewed
docs/ARCHIEF/CATEGORY-REFACTORING-PLAN-PHASE1-3-COMPLETE.md,ZG9jcy9BUkNISUVGL0NBVEVHT1JZLVJFRkFDVE9SSU5HLVBMQU4tUEhBU0UxLTMtQ09NUExFVEUubWQ=,100644,blob,4944962b4ffee95498f6e1b1672dd5f02bf2f77a,text/markdown,5022,180,142,E,verified,codex-galileo,codex-hypatia,2026-08-11T15:43:25Z,,immutable blob fully independently reviewed
docs/ARCHIEF/CODEBASE_GAP_ANALYSIS.md,ZG9jcy9BUkNISUVGL0NPREVCQVNFX0dBUF9BTkFMWVNJUy5tZA==,100644,blob,1d6a921bfe2894d993a2b94e17bc4b24d9730b92,text/markdown,10576,405,338,E,verified,codex-galileo,codex-hypatia,2026-08-11T15:43:25Z,,immutable blob fully independently reviewed
docs/ARCHIEF/CODE_REVIEW_PHASE1_INVENTORY.md,ZG9jcy9BUkNISUVGL0NPREVfUkVWSUVXX1BIQVNFMV9JTlZFTlRPUlkubWQ=,100644,blob,5bcdeec9f0f8fdd990ceb72e2af18c5bca1e79bf,text/markdown,4706,124,104,E,verified,codex-galileo,codex-hypatia,2026-08-11T15:43:25Z,,immutable blob fully independently reviewed
docs/ARCHIEF/CODE_REVIEW_PHASE2_METRICS.md,ZG9jcy9BUkNISUVGL0NPREVfUkVWSUVXX1BIQVNFMl9NRVRSSUNTLm1k,100644,blob,95edf4d30f64207b85d89077a828da9840603dc9,text/markdown,4090,125,97,E,verified,codex-galileo,codex-hypatia,2026-08-11T15:43:25Z,,immutable blob fully independently reviewed
docs/ARCHIEF/CODE_REVIEW_REPORT.md,ZG9jcy9BUkNISUVGL0NPREVfUkVWSUVXX1JFUE9SVC5tZA==,100644,blob,84abc888eb52234da6ba13ed3212077a6234a647,text/markdown,2802,105,78,E,verified,codex-galileo,codex-hypatia,2026-08-11T15:43:25Z,,immutable blob fully independently reviewed
docs/ARCHIEF/COMPLETE_MODULAR_IMPLEMENTATION_SUMMARY.md,ZG9jcy9BUkNISUVGL0NPTVBMRVRFX01PRFVMQVJfSU1QTEVNRU5UQVRJT05fU1VNTUFSWS5tZA==,100644,blob,31c284e199d1d6c321d37d4e06940cbbe72952ef,text/markdown,4660,160,127,E,verified,codex-galileo,codex-hypatia,2026-08-11T15:43:25Z,,immutable blob fully independently reviewed
docs/ARCHIEF/COMPREHENSIVE_CODE_REVIEW_FINAL.md,ZG9jcy9BUkNISUVGL0NPTVBSRUhFTlNJVkVfQ09ERV9SRVZJRVdfRklOQUwubWQ=,100644,blob,be1fc2c3e0abf71e5f58a288994947cbaeeb3e37,text/markdown,5825,187,144,E,verified,codex-galileo,codex-hypatia,2026-08-11T15:43:25Z,,immutable blob fully independently reviewed
docs/ARCHIEF/COMPREHENSIVE_CODE_REVIEW_WORKFLOW.md,ZG9jcy9BUkNISUVGL0NPTVBSRUhFTlNJVkVfQ09ERV9SRVZJRVdfV09SS0ZMT1cubWQ=,100644,blob,9148e9dc12664d754758a74eccc7f358f424c1a2,text/markdown,4887,199,160,E,verified,codex-galileo,codex-hypatia,2026-08-11T15:43:25Z,,immutable blob fully independently reviewed
docs/ARCHIEF/CONSOLIDATED_CODE_REVIEW.md,ZG9jcy9BUkNISUVGL0NPTlNPTElEQVRFRF9DT0RFX1JFVklFVy5tZA==,100644,blob,575c2fc062f8c64d308475a27dac801a621db775,text/markdown,3248,86,70,E,verified,codex-galileo,codex-hypatia,2026-08-11T15:43:25Z,,immutable blob fully independently reviewed
docs/ARCHIEF/CURRENT_STATE.md,ZG9jcy9BUkNISUVGL0NVUlJFTlRfU1RBVEUubWQ=,100644,blob,701a01f9681ee68ad10aaee164ebc223a3e5ad58,text/markdown,12501,499,380,E,verified,codex-galileo,codex-hypatia,2026-08-11T15:43:25Z,,immutable blob fully independently reviewed
docs/ARCHIEF/DATABASE_MIGRATION_STRATEGY.md,ZG9jcy9BUkNISUVGL0RBVEFCQVNFX01JR1JBVElPTl9TVFJBVEVHWS5tZA==,100644,blob,23032f086aed3c5cbc6237f8ebaa55b5169711f7,text/markdown,4035,142,113,E,verified,codex-galileo,codex-hypatia,2026-08-11T15:43:25Z,,immutable blob fully independently reviewed
docs/ARCHIEF/DOCUMENTATION_REORGANIZATION_PLAN.md,ZG9jcy9BUkNISUVGL0RPQ1VNRU5UQVRJT05fUkVPUkdBTklaQVRJT05fUExBTi5tZA==,100644,blob,5106c1d27f0e6e517cb8ce1e1d671f7b2c051b4b,text/markdown,5198,148,123,E,verified,codex-galileo,codex-hypatia,2026-08-11T15:43:25Z,,immutable blob fully independently reviewed
docs/ARCHIEF/DOCUMENTATION_REORGANIZATION_STATUS_2025-08-18.md,ZG9jcy9BUkNISUVGL0RPQ1VNRU5UQVRJT05fUkVPUkdBTklaQVRJT05fU1RBVFVTXzIwMjUtMDgtMTgubWQ=,100644,blob,73f4f06cd003c98e0e13654bd03f974447a1d42e,text/markdown,5159,127,98,E,verified,codex-galileo,codex-hypatia,2026-08-11T15:43:25Z,,immutable blob fully independently reviewed
docs/ARCHIEF/DOCUMENT_ORGANIZATION_WORKFLOW.md,ZG9jcy9BUkNISUVGL0RPQ1VNRU5UX09SR0FOSVpBVElPTl9XT1JLRkxPVy5tZA==,100644,blob,94c0df67dfa6696c1886e6a4b207b52f01c2aed1,text/markdown,6193,225,181,E,verified,codex-galileo,codex-hypatia,2026-08-11T15:43:25Z,,immutable blob fully independently reviewed
docs/ARCHIEF/EA_prompt_management_concept.md,ZG9jcy9BUkNISUVGL0VBX3Byb21wdF9tYW5hZ2VtZW50X2NvbmNlcHQubWQ=,100644,blob,bd630758c44e26210256de0d965d12c26b75cb21,text/markdown,7815,235,173,E,verified,codex-galileo,codex-hypatia,2026-08-11T15:43:25Z,,immutable blob fully independently reviewed
docs/ARCHIEF/ENTERPRISE_ARCHITECTURE_DASHBOARD.html,ZG9jcy9BUkNISUVGL0VOVEVSUFJJU0VfQVJDSElURUNUVVJFX0RBU0hCT0FSRC5odG1s,100644,blob,5ac1e133f27690209b1664f4a0cba61e28e1518c,text/html,19826,587,524,E,verified,codex-galileo,codex-hypatia,2026-08-11T15:43:25Z,B134-001;B134-002;B134-003,immutable blob fully independently reviewed
docs/ARCHIEF/INTEGRATE_TRUE_MODULAR_SYSTEM_WORKFLOW.md,ZG9jcy9BUkNISUVGL0lOVEVHUkFURV9UUlVFX01PRFVMQVJfU1lTVEVNX1dPUktGTE9XLm1k,100644,blob,360cd23fb3a87c3398aba518687924439ac8c349,text/markdown,3260,126,95,E,verified,codex-galileo,codex-hypatia,2026-08-11T15:43:25Z,,immutable blob fully independently reviewed
docs/ARCHIEF/LEGACY_CODE_MIGRATION_ROADMAP.md,ZG9jcy9BUkNISUVGL0xFR0FDWV9DT0RFX01JR1JBVElPTl9ST0FETUFQLm1k,100644,blob,bd1abdbe7bc78d6525eaf20fcee3724249d80d7a,text/markdown,12549,327,254,E,verified,codex-galileo,codex-hypatia,2026-08-11T15:43:25Z,,immutable blob fully independently reviewed
docs/ARCHIEF/LOGICAL_PROMPT_BLOCKS_BUSINESS_VIEW.md,ZG9jcy9BUkNISUVGL0xPR0lDQUxfUFJPTVBUX0JMT0NLU19CVVNJTkVTU19WSUVXLm1k,100644,blob,d75c4c27f059b8c0efa8300a9fd8e9a348bf9999,text/markdown,4642,156,127,E,verified,codex-galileo,codex-hypatia,2026-08-11T15:43:25Z,,immutable blob fully independently reviewed
docs/ARCHIEF/MIGRATION_IMPLEMENTATION_PLAN.md,ZG9jcy9BUkNISUVGL01JR1JBVElPTl9JTVBMRU1FTlRBVElPTl9QTEFOLm1k,100644,blob,fe85fd19916dfcb20aeb4ecf79c67bf458978618,text/markdown,6159,242,204,E,verified,codex-galileo,codex-hypatia,2026-08-11T15:43:25Z,,immutable blob fully independently reviewed
docs/ARCHIEF/MIGRATION_ROADMAP.md,ZG9jcy9BUkNISUVGL01JR1JBVElPTl9ST0FETUFQLm1k,100644,blob,6bd5f3ead2d3148df3461373a747b946a0f566ee,text/markdown,12741,533,446,E,verified,codex-galileo,codex-hypatia,2026-08-11T15:43:25Z,,immutable blob fully independently reviewed
docs/ARCHIEF/MODULAIRE_PROMPT_ARCHITECTUUR_WORKFLOW.md,ZG9jcy9BUkNISUVGL01PRFVMQUlSRV9QUk9NUFRfQVJDSElURUNUVVVSX1dPUktGTE9XLm1k,100644,blob,6dda1b123fc7a363c94cc5a76fb5ee6b1e3daf75,text/markdown,9989,350,271,E,verified,codex-galileo,codex-hypatia,2026-08-11T15:43:25Z,,immutable blob fully independently reviewed
