Versietype,Begrip,Context,Juridische context,Wettelijke basis,Definitie,Definitie_origineel,Definitie_gecorrigeerd,Voorbeeld_zinnen,Praktijkvoorbeelden,Toelichting,Synoniemen,Antoniemen,Vrije input,Expert-review,Datum,Voorsteller,Ketenpartners,Timestamp,Definitie_aangepast,Regel 1,Regel 2,Regel 3,Regel 4,Regel 5,Regel 6,Regel 7,Regel 8,Regel 9,Regel 10,Regel 11,Regel 12,Regel 13,Regel 14,Regel 15,Regel 16,Regel 17,Regel 18,Regel 19,Regel 20,Regel 21,Regel 22,Regel 23,Regel 24,Regel 25,Regel 26,Regel 27,Regel 28,Regel 29,Regel 30,Regel 31,Regel 32,Regel 33,Regel 34,Regel 35,Regel 36,Regel 37,Regel 38,Regel 39,Regel 40,Regel 41,Regel 42,Regel 43,Regel 44,Regel 45,Prompt
Aangepast,identiteitsvaststelling,,,,,,,,,,,,,,2025-07-03,,,2025-07-03T11:56:05.533083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aangepast,identiteitsvaststelling,KMAR,,,,,,,,,,,,,2025-07-03,,,2025-07-03T11:56:06.849305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aangepast,identiteitsvaststelling,KMAR,Strafrecht,,,,,,,,,,,,2025-07-03,,,2025-07-03T11:56:08.310412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aangepast,identiteitsvaststelling,KMAR,Strafrecht,Wetboek van Strafvordering,,,,,,,,,,,2025-07-03,,,2025-07-03T11:56:09.487087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aangepast,identiteitsvaststelling,KMAR,Strafrecht,Wetboek van Strafvordering,,,,,,,,,,,2025-07-03,,,2025-07-03T11:56:11.120786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,identiteitsvaststelling,KMAR,Strafrecht,Wetboek van Strafvordering,,Identiteitsvaststelling is een activiteit waarbij de identiteit van een persoon wordt bevestigd door het controleren van officiële identificatiedocumenten.,Activiteit waarbij de identiteit van een persoon wordt bevestigd door het controleren van officiële identificatiedocumenten.,"['""Bij de grenscontrole voerde de KMAR een identiteitsvaststelling uit om te verifiëren of de reiziger daadwerkelijk de persoon was die hij beweerde te zijn.""', '""In het kader van het strafrecht is een nauwkeurige identiteitsvaststelling cruciaal om te garanderen dat de juiste persoon wordt berecht.""', '""Volgens het Wetboek van Strafvordering is de politie verplicht een identiteitsvaststelling te doen bij het oppakken van een verdachte.""']","Voorbeeld 1: Controle op Schiphol

Op Schiphol is de Koninklijke Marechaussee (KMAR) verantwoordelijk voor de grensbewaking. Wanneer een passagier van een internationale vlucht aankomt, zal een medewerker van de KMAR de identiteit van de passagier vaststellen door het controleren van zijn of haar paspoort. Dit is een officieel identificatiedocument dat door de overheid van het land van herkomst is uitgegeven. De identiteitsvaststelling is een wettelijke taak van de KMAR, gebaseerd op het Wetboek van Strafvordering, en is essentieel voor de handhaving van de openbare orde en veiligheid op de luchthaven.

Voorbeeld 2: Verkeerscontrole

Tijdens een routine verkeerscontrole kan de Koninklijke Marechaussee de bestuurder van een voertuig vragen om een geldig rijbewijs te tonen. Dit is een officieel identificatiedocument dat door de Nederlandse overheid is uitgegeven. De KMAR-medewerker zal de identiteit van de bestuurder vaststellen door het controleren van het rijbewijs. Deze activiteit is gebaseerd op het Wetboek van Strafvordering, dat de KMAR de bevoegdheid geeft om de identiteit van personen te controleren in het kader van de handhaving van de verkeersveiligheid.

Voorbeeld 3: Identiteitscontrole bij een strafrechtelijk onderzoek

In het kader van een strafrechtelijk onderzoek kan de Koninklijke Marechaussee een verdachte vragen om een geldig identiteitsbewijs te tonen. Dit kan een paspoort, rijbewijs of identiteitskaart zijn. De KMAR-medewerker zal de identiteit van de verdachte vaststellen door het controleren van dit identificatiedocument. Deze activiteit is gebaseerd op het Wetboek van Strafvordering, dat de KMAR de bevoegdheid geeft om de identiteit van personen te controleren in het kader van een strafrechtelijk onderzoek.","Identiteitsvaststelling is een proces waarbij de identiteit van een persoon wordt bevestigd of vastgesteld. Dit kan nodig zijn in verschillende situaties, zoals bij het aanvragen van officiële documenten, bij het controleren van de identiteit van een verdachte in een strafrechtelijk onderzoek, of bij het controleren van de identiteit van een persoon bij grenscontroles.

In de context van het Wetboek van Strafvordering kan de identiteitsvaststelling bijvoorbeeld plaatsvinden om de identiteit van een verdachte of getuige te bevestigen. De Koninklijke Marechaussee (KMAR) kan de identiteitsvaststelling bijvoorbeeld gebruiken bij het uitvoeren van grenscontroles.

Identiteitsvaststelling is een belangrijk onderdeel van de werkzaamheden van overheidsinstanties om de veiligheid en rechtvaardigheid te waarborgen. Het zorgt ervoor dat de juiste personen worden geïdentificeerd en dat frauduleuze activiteiten worden voorkomen.","1. Identificatie
2. Persoonsverificatie
3. Identiteitscontrole
4. Persoonsidentificatie
5. Identiteitsverificatie","1. Identiteitsverhulling
2. Anonimisering
3. Identiteitsverduistering
4. Persoonsverhulling
5. Onbekendmaking",,,2025-07-03,,,2025-07-03T11:57:34.586121,,✔️ CON-01: geen expliciete contextverwijzing aangetroffen,"❌ CON-02: bronvermelding gevonden (Identiteitsvaststelling is een procedure waarbij de identiteit van een persoon wordt bevestigd. In de context van de Koninklijke Marechaussee (KMAR) en het strafrecht, is dit een cruciale stap in veel processen, waaronder arrestaties, verhoren en het uitvaardigen van bevelen.

De definitie van identiteitsvaststelling is gebaseerd op een aantal bronnen:

1. Wetboek van Strafvordering: Dit is het belangrijkste wettelijke kader voor de procedures en processen van het strafrecht in Nederland. Artikel 27a van het Wetboek van Strafvordering stelt dat iedereen die door de politie of KMAR wordt aangehouden, verplicht is om een geldig identiteitsbewijs te tonen.

2. Wet op de identificatieplicht: Deze wet verplicht iedereen in Nederland vanaf 14 jaar om een geldig identiteitsbewijs te kunnen tonen wanneer de politie of een andere toezichthouder daar om vraagt. 

3. Richtlijnen van de KMAR: De KMAR heeft specifieke procedures en richtlijnen voor identiteitsvaststelling. Deze zijn gebaseerd op de bovengenoemde wetten en zijn ontworpen om de identiteit van een persoon met zekerheid vast te stellen.

4. Jurisprudentie: Verschillende rechtszaken hebben de toepassing en interpretatie van de wetten en richtlijnen rond identiteitsvaststelling verfijnd. Deze zaken vormen een belangrijke bron van kennis en precedent voor de praktijk van identiteitsvaststelling.

5. Academische literatuur: Er is veel academische literatuur over identiteitsvaststelling, waaronder studies naar de effectiviteit van verschillende methoden, de impact van technologie op identiteitsvaststelling, en de ethische en juridische kwesties rond identiteitsvaststelling.

Samen vormen deze bronnen de basis voor de definitie en praktijk van identiteitsvaststelling in de context van de KMAR en het strafrecht.), maar niet herkend als authentiek of specifiek",✔️ ESS-01: geen doelgerichte formuleringen aangetroffen,✔️ ESS-02: eenduidig als proces gedefinieerd (\b(proces|activiteit|handeling|gebeurtenis)\b),❌ ESS-03: geen unieke identificatiecriteria gevonden; definitie is niet telbaar onderscheidbaar,❌ ESS-04: geen toetsbare elementen gevonden; definitie bevat geen harde criteria voor objectieve toetsing,❌ ESS-05: geen onderscheidende elementen gevonden; definitie maakt niet duidelijk waarin het begrip zich onderscheidt,"❌ INT-01: complexe elementen gevonden (waarbij), maar geen expliciet fout voorbeeld herkend",✔️ INT-02: geen beslisregels of voorwaardelijke formuleringen aangetroffen,❌ INT-03: onduidelijke voornaamwoord-verwijzingen aangetroffen (waarbij); antecedent niet expliciet gemaakt,✔️ INT-04: geen onduidelijke lidwoord-verwijzingen aangetroffen,✔️ INT-06: geen toelichtende elementen in de definitie gevonden,✔️ INT-07: geen afkortingen in de definitie,✅ INT-08: definitie bevat geen negatieve formuleringen,✅ INT-09: geen ongewenste opsommingswoorden gevonden,✅ INT-10: geen ontoegankelijke of impliciete achtergrondverwijzingen gevonden,✔️ SAM-01: geen afwijkende kwalificaties aangetroffen in de definitie,✔️ SAM-02: geen overbodige herhaling van het hoofdbegrip in de definitie,✔️ SAM-03: geen geneste of verweven definities aangetroffen,✔️ SAM-04: genus (‘’) sluit aan op compositie (‘activiteitwaarbijdeidentiteitvaneenpersoonwordtbevestigddoorhetcontrolerenvanofficiëleidentificatiedocumenten.’),✔️ SAM-05: geen cirkeldefinitie herkend,❌ SAM-06: geen voorkeurs-term opgegeven,✔️ SAM-07: geen uitbreidende elementen herkend,✔️ SAM-08: geen synoniemverwijzing herkend – mogelijk correct toegepast,✔️ STR-01: geen werkwoordelijke start herkend – mogelijk goed geformuleerd,✔️ STR-02: geen herhaling van term herkend – mogelijk correct geformuleerd,✔️ STR-03: geen synonieme formulering gevonden,✔️ STR-04: geen algemene kick-off zonder toespitsing,✔️ STR-05: geen constructie-elementen gevonden,✔️ STR-06: geen formuleringen die informatiebehoefte suggereren,✔️ STR-07: geen dubbele ontkenning aangetroffen,✔️ STR-08: geen dubbelzinnige 'en'-constructies aangetroffen,✔️ STR-09: geen dubbelzinnige 'of'-constructies aangetroffen,✔️ VER-01: term is enkelvoudig,⚠️ VER-02: fout bij uitvoeren toetsfunctie – toets_VER_02() missing 1 required positional argument: 'term',❌ VER-03: term 'Activiteit waarbij de identiteit van een persoon wordt bevestigd door het controleren van officiële identificatiedocumenten.' lijkt niet in infinitief te staan,"❌ ARAI01: werkwoord(en) als kern gevonden (wordt), geen toelichting herkend","❌ ARAI02: containerbegrippen zonder specificatie gevonden (Activiteit), onvoldoende concreet",✔️ ARAI02SUB1: geen containerbegrippen aangetroffen,"❌ ARAI02SUB2: containerbegrippen gevonden (Activiteit), onvoldoende specifiek",✔️ ARAI03: geen subjectieve bijvoeglijke naamwoorden aangetroffen,✔️ ARAI04: geen modale hulpwerkwoorden aangetroffen,✔️ ARAI04SUB1: geen modale werkwoorden aangetroffen in de definitie,✔️ ARAI05: geen impliciete aannames aangetroffen,⚠️ ARAI06: fout bij uitvoeren toetsfunctie – toets_ARAI06() got multiple values for argument 'begrip',
Aangepast,identiteitsvaststelling,KMAR,Strafrecht,Wetboek van Strafvordering,,Identiteitsvaststelling is een activiteit waarbij de identiteit van een persoon wordt bevestigd door het controleren van officiële identificatiedocumenten.,Activiteit waarbij de identiteit van een persoon wordt bevestigd door het controleren van officiële identificatiedocumenten.,"['""Bij de grenscontrole voerde de KMAR een identiteitsvaststelling uit om te verifiëren of de reiziger daadwerkelijk de persoon was die hij beweerde te zijn.""', '""In het kader van het strafrecht is een nauwkeurige identiteitsvaststelling cruciaal om te garanderen dat de juiste persoon wordt berecht.""', '""Volgens het Wetboek van Strafvordering is de politie verplicht een identiteitsvaststelling te doen bij het oppakken van een verdachte.""']","Voorbeeld 1: Controle op Schiphol

Op Schiphol is de Koninklijke Marechaussee (KMAR) verantwoordelijk voor de grensbewaking. Wanneer een passagier van een internationale vlucht aankomt, zal een medewerker van de KMAR de identiteit van de passagier vaststellen door het controleren van zijn of haar paspoort. Dit is een officieel identificatiedocument dat door de overheid van het land van herkomst is uitgegeven. De identiteitsvaststelling is een wettelijke taak van de KMAR, gebaseerd op het Wetboek van Strafvordering, en is essentieel voor de handhaving van de openbare orde en veiligheid op de luchthaven.

Voorbeeld 2: Verkeerscontrole

Tijdens een routine verkeerscontrole kan de Koninklijke Marechaussee de bestuurder van een voertuig vragen om een geldig rijbewijs te tonen. Dit is een officieel identificatiedocument dat door de Nederlandse overheid is uitgegeven. De KMAR-medewerker zal de identiteit van de bestuurder vaststellen door het controleren van het rijbewijs. Deze activiteit is gebaseerd op het Wetboek van Strafvordering, dat de KMAR de bevoegdheid geeft om de identiteit van personen te controleren in het kader van de handhaving van de verkeersveiligheid.

Voorbeeld 3: Identiteitscontrole bij een strafrechtelijk onderzoek

In het kader van een strafrechtelijk onderzoek kan de Koninklijke Marechaussee een verdachte vragen om een geldig identiteitsbewijs te tonen. Dit kan een paspoort, rijbewijs of identiteitskaart zijn. De KMAR-medewerker zal de identiteit van de verdachte vaststellen door het controleren van dit identificatiedocument. Deze activiteit is gebaseerd op het Wetboek van Strafvordering, dat de KMAR de bevoegdheid geeft om de identiteit van personen te controleren in het kader van een strafrechtelijk onderzoek.","Identiteitsvaststelling is een proces waarbij de identiteit van een persoon wordt bevestigd of vastgesteld. Dit kan nodig zijn in verschillende situaties, zoals bij het aanvragen van officiële documenten, bij het controleren van de identiteit van een verdachte in een strafrechtelijk onderzoek, of bij het controleren van de identiteit van een persoon bij grenscontroles.

In de context van het Wetboek van Strafvordering kan de identiteitsvaststelling bijvoorbeeld plaatsvinden om de identiteit van een verdachte of getuige te bevestigen. De Koninklijke Marechaussee (KMAR) kan de identiteitsvaststelling bijvoorbeeld gebruiken bij het uitvoeren van grenscontroles.

Identiteitsvaststelling is een belangrijk onderdeel van de werkzaamheden van overheidsinstanties om de veiligheid en rechtvaardigheid te waarborgen. Het zorgt ervoor dat de juiste personen worden geïdentificeerd en dat frauduleuze activiteiten worden voorkomen.","1. Identificatie
2. Persoonsverificatie
3. Identiteitscontrole
4. Persoonsidentificatie
5. Identiteitsverificatie","1. Identiteitsverhulling
2. Anonimisering
3. Identiteitsverduistering
4. Persoonsverhulling
5. Onbekendmaking",,,2025-07-03,,,2025-07-03T11:57:34.596463,Identiteitsvaststelling is een activiteit waarbij de identiteit van een persoon wordt bevestigd door het controleren van officiële identificatiedocumenten.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aangepast,,,,,,,,,,,,,,,2025-07-03,,,2025-07-03T13:31:19.952872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aangepast,identiteitsvaststelling,,,,,,,,,,,,,,2025-07-03,,,2025-07-03T13:31:33.019248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aangepast,identiteitsvaststelling,KMAR,,,,,,,,,,,,,2025-07-03,,,2025-07-03T13:31:34.919080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aangepast,identiteitsvaststelling,KMAR,Strafrecht,,,,,,,,,,,,2025-07-03,,,2025-07-03T13:31:36.617173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aangepast,identiteitsvaststelling,KMAR,Strafrecht,Wetboek van Strafvordering,,,,,,,,,,,2025-07-03,,,2025-07-03T13:31:37.930276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aangepast,identiteitsvaststelling,KMAR,Strafrecht,Wetboek van Strafvordering,,,,,,,,,,,2025-07-03,,,2025-07-03T13:31:39.736813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aangepast,,,,,,,,,,,,,,,2025-07-03,,,2025-07-03T13:36:40.051994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aangepast,,,,,,,,,,,,,,,2025-07-03,,,2025-07-03T13:36:42.869700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aangepast,identiteitsvaststelling,,,,,,,,,,,,,,2025-07-03,,,2025-07-03T13:36:51.749162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aangepast,identiteitsvaststelling,KMAR,,,,,,,,,,,,,2025-07-03,,,2025-07-03T13:36:58.500789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aangepast,identiteitsvaststelling,KMAR,Strafrecht,,,,,,,,,,,,2025-07-03,,,2025-07-03T13:37:00.023798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aangepast,identiteitsvaststelling,KMAR,Strafrecht,Wetboek van Strafvordering,,,,,,,,,,,2025-07-03,,,2025-07-03T13:37:01.215943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,identiteitsvaststelling,KMAR,Strafrecht,Wetboek van Strafvordering,,Identiteitsvaststelling is een activiteit waarbij de unieke persoonskenmerken van een individu worden geverifieerd aan de hand van officiële identificatiedocumenten.,Activiteit waarbij de unieke persoonskenmerken van een individu worden geverifieerd aan de hand van officiële identificatiedocumenten.,"['""Bij de grenscontrole voerde de KMAR een grondige identiteitsvaststelling uit om de echtheid van de paspoorten te controleren.""', '""In het kader van het strafrecht is een correcte identiteitsvaststelling van de verdachte cruciaal voor het verdere verloop van het proces.""', '""Volgens het Wetboek van Strafvordering is de politie bevoegd om een identiteitsvaststelling te doen bij personen die verdacht worden van een strafbaar feit.""']","Voorbeeld 1:
Laten we zeggen dat een medewerker van de Koninklijke Marechaussee (KMAR) bij een grenscontrole een persoon tegenkomt die verdacht wordt van het plegen van een strafbaar feit. Volgens het Wetboek van Strafvordering heeft de KMAR het recht om de identiteit van deze persoon vast te stellen. De KMAR-medewerker vraagt de verdachte om zijn paspoort te tonen. De medewerker controleert de foto en persoonsgegevens in het paspoort en vergelijkt deze met de persoon voor hem. De unieke persoonskenmerken (zoals geboortedatum, geslacht, nationaliteit en foto) worden geverifieerd. Als de gegevens overeenkomen, is de identiteit van de persoon vastgesteld.

Voorbeeld 2:
Een persoon wordt door de KMAR op Schiphol aangehouden op verdenking van drugssmokkel. Volgens het Wetboek van Strafvordering heeft de KMAR het recht om de identiteit van deze persoon vast te stellen. De KMAR-medewerker vraagt de verdachte om een officieel identificatiedocument te tonen. De verdachte toont zijn rijbewijs. De KMAR-medewerker controleert de foto en persoonsgegevens op het rijbewijs en vergelijkt deze met de persoon voor hem. De unieke persoonskenmerken (zoals geboortedatum, geslacht, nationaliteit en foto) worden geverifieerd. Als de gegevens overeenkomen, is de identiteit van de persoon vastgesteld.

Voorbeeld 3:
Een persoon wordt door de KMAR bij een verkeerscontrole aangehouden omdat hij met hoge snelheid reed. Volgens het Wetboek van Strafvordering heeft de KMAR het recht om de identiteit van deze persoon vast te stellen. De KMAR-medewerker vraagt de verdachte om een officieel identificatiedocument te tonen. De verdachte toont zijn identiteitskaart. De KMAR-medewerker controleert de foto en persoonsgegevens op de identiteitskaart en vergelijkt deze met de persoon voor hem. De unieke persoonskenmerken (zoals geboortedatum, geslacht, nationaliteit en foto) worden geverifieerd. Als de gegevens overeenkomen, is de identiteit van de persoon vastgesteld.","Identiteitsvaststelling is het proces waarbij de identiteit van een persoon wordt bevestigd. Dit kan gebeuren door middel van documenten, zoals een paspoort of rijbewijs, of door middel van biometrische gegevens, zoals vingerafdrukken of gezichtsherkenning. In de context van overheidsdocumenten is identiteitsvaststelling een essentiële stap om de identiteit van een persoon te verifiëren voor juridische, administratieve of veiligheidsdoeleinden.

In de organisatorische context van de Koninklijke Marechaussee (KMAR) is identiteitsvaststelling bijvoorbeeld belangrijk bij grenscontroles of bij het opsporen van strafbare feiten. 

In de juridische context van het strafrecht is identiteitsvaststelling noodzakelijk om te bevestigen dat de persoon die wordt beschuldigd van een misdrijf ook daadwerkelijk de persoon is die het misdrijf heeft gepleegd. 

De wettelijke basis voor identiteitsvaststelling is te vinden in het Wetboek van Strafvordering. Hierin staan de procedures beschreven die gevolgd moeten worden bij de vaststelling van de identiteit van een persoon in het k","1. Identificatie
2. Persoonsverificatie
3. Identiteitscontrole
4. Persoonsidentificatie
5. Identiteitsverificatie","1. Identiteitsverhulling
2. Anonimisering
3. Identiteitsontkenning
4. Identiteitsvervalsing
5. Naamloosheid",,,2025-07-03,,,2025-07-03T13:38:28.830997,,✔️ CON-01: geen expliciete contextverwijzing aangetroffen,"❌ CON-02: bronvermelding gevonden (De definitie van 'identiteitsvaststelling' binnen de Koninklijke Marechaussee (KMAR) in de context van het strafrecht en op basis van het Wetboek van Strafvordering is gebaseerd op de volgende bronnen en kennis:

1. Wetboek van Strafvordering: Artikel 55c van het Wetboek van Strafvordering geeft de politie, waaronder de KMAR, het recht om de identiteit van een persoon vast te stellen. Dit kan onder andere door het vragen naar en controleren van identiteitsdocumenten.

2. De Politiewet 2012: In artikel 8 van de Politiewet 2012 wordt de taak van de politie, waaronder de KMAR, om de identiteit van personen vast te stellen nogmaals bevestigd.

3. Richtlijnen van de KMAR: De KMAR heeft eigen richtlijnen voor identiteitsvaststelling. Deze richtlijnen zijn gebaseerd op de bovengenoemde wetten en geven gedetailleerde instructies over hoe identiteitsvaststelling moet worden uitgevoerd.

4. Algemene wet op het binnentreden (Awbi): Volgens deze wet mag de politie, waaronder de KMAR, een woning binnentreden voor het vaststellen van de identiteit van een persoon.

5. Wet op de identificatieplicht: Deze wet verplicht iedereen vanaf 14 jaar om een geldig identiteitsbewijs te kunnen tonen als de politie daar om vraagt. Dit is een belangrijke basis voor de identiteitsvaststelling door de KMAR.

6. Jurisprudentie: Verschillende uitspraken van rechters geven verdere invulling aan het begrip 'identiteitsvaststelling' en de manier waarop dit moet gebeuren.

7. Literatuur: Verschillende juridische handboeken en artikelen geven verdere uitleg en interpretatie van het begrip 'identiteitsvaststelling' in de context van het strafrecht en de KMAR.), maar niet herkend als authentiek of specifiek",✔️ ESS-01: geen doelgerichte formuleringen aangetroffen,✔️ ESS-02: eenduidig als proces gedefinieerd (\b(proces|activiteit|handeling|gebeurtenis)\b),✔️ ESS-03: unieke identificatiecriteria herkend (unieke),✔️ ESS-04: toetsbaar criterium herkend (\baan de hand van\b),❌ ESS-05: geen onderscheidende elementen gevonden; definitie maakt niet duidelijk waarin het begrip zich onderscheidt,"❌ INT-01: complexe elementen gevonden (waarbij), maar geen expliciet fout voorbeeld herkend",✔️ INT-02: geen beslisregels of voorwaardelijke formuleringen aangetroffen,❌ INT-03: onduidelijke voornaamwoord-verwijzingen aangetroffen (waarbij); antecedent niet expliciet gemaakt,✔️ INT-04: geen onduidelijke lidwoord-verwijzingen aangetroffen,✔️ INT-06: geen toelichtende elementen in de definitie gevonden,✔️ INT-07: geen afkortingen in de definitie,✅ INT-08: definitie bevat geen negatieve formuleringen,✅ INT-09: geen ongewenste opsommingswoorden gevonden,✅ INT-10: geen ontoegankelijke of impliciete achtergrondverwijzingen gevonden,✔️ SAM-01: geen afwijkende kwalificaties aangetroffen in de definitie,✔️ SAM-02: geen overbodige herhaling van het hoofdbegrip in de definitie,✔️ SAM-03: geen geneste of verweven definities aangetroffen,✔️ SAM-04: genus (‘’) sluit aan op compositie (‘activiteitwaarbijdeuniekepersoonskenmerkenvaneenindividuwordengeverifieerdaandehandvanofficiëleidentificatiedocumenten.’),✔️ SAM-05: geen cirkeldefinitie herkend,❌ SAM-06: geen voorkeurs-term opgegeven,✔️ SAM-07: geen uitbreidende elementen herkend,✔️ SAM-08: geen synoniemverwijzing herkend – mogelijk correct toegepast,✔️ STR-01: geen werkwoordelijke start herkend – mogelijk goed geformuleerd,✔️ STR-02: geen herhaling van term herkend – mogelijk correct geformuleerd,✔️ STR-03: geen synonieme formulering gevonden,✔️ STR-04: geen algemene kick-off zonder toespitsing,✔️ STR-05: geen constructie-elementen gevonden,✔️ STR-06: geen formuleringen die informatiebehoefte suggereren,✔️ STR-07: geen dubbele ontkenning aangetroffen,✔️ STR-08: geen dubbelzinnige 'en'-constructies aangetroffen,✔️ STR-09: geen dubbelzinnige 'of'-constructies aangetroffen,✔️ VER-01: term is enkelvoudig,⚠️ VER-02: fout bij uitvoeren toetsfunctie – toets_VER_02() missing 1 required positional argument: 'term',❌ VER-03: term 'Activiteit waarbij de unieke persoonskenmerken van een individu worden geverifieerd aan de hand van officiële identificatiedocumenten.' lijkt niet in infinitief te staan,✔️ ARAI01: geen werkwoorden als kern gevonden in de definitie,"❌ ARAI02: containerbegrippen zonder specificatie gevonden (Activiteit), onvoldoende concreet",✔️ ARAI02SUB1: geen containerbegrippen aangetroffen,"❌ ARAI02SUB2: containerbegrippen gevonden (Activiteit), onvoldoende specifiek",✔️ ARAI03: geen subjectieve bijvoeglijke naamwoorden aangetroffen,✔️ ARAI04: geen modale hulpwerkwoorden aangetroffen,✔️ ARAI04SUB1: geen modale werkwoorden aangetroffen in de definitie,✔️ ARAI05: geen impliciete aannames aangetroffen,⚠️ ARAI06: fout bij uitvoeren toetsfunctie – toets_ARAI06() got multiple values for argument 'begrip',
